6536185;Andreas Fink|Gabriele Schneidereit|Stefan Voß;;;;;;;;;;https://doi.org/10.1007/3-7908-1635-3;;;978-3-7908-0189-7;;books/daglib/0023792;2017-05-16;;;;I-XVIII, 1-316;Physica-Verlag;;;;;;;;Grundlagen der Wirtschaftsinformatik (2. Aufl.).;;;2005
6536186;Bradford Nichols|Dick Buttlar|Jacqueline Proulx Farrell;;;;;;;;;;;;;978-1-56592-115-3;;books/daglib/0085131;2011-04-27;;;;I-XVI, 1-267;O'Reilly;;;;;;;;Pthreads programming - a POSIX standard for better multiprocessing.;;;1996
6536187;Tobin A. Driscoll;;;;;;;;;;https://doi.org/10.1137/1.9780898717662;;;978-0-89871-683-2;;books/daglib/0023124;2017-05-16;;;;I-XIV, 1-97;SIAM;;;;;;;;Learning MATLAB.;;;2009
6536188;Marian Myerson;;;;;;;;;;;;;978-0-89006-635-5;;books/daglib/0084390;2011-04-26;;;;I-VII, 1-226;Artech House;;;;;;;;Risk management processes for software engineering models.;;;1996
6536189;Peter Brinkmann;;;;;;;;;;http://www.oreilly.de/catalog/9781449314903/index.html;;;978-1-449-31490-3;;books/daglib/0028717;2012-04-14;;;;I-VIII, 1-109;O'Reilly;;;;;;;;Making Musical Apps - Real-time Audio Synthesis on Android and iOS.;;;2012
6536190;Rolf Schulmeister;;;;;;;;;;;;;978-3-89319-923-5;;books/daglib/0084090;2011-04-26;;;;1-454;Addison-Wesley;;;;;;;;Grundlagen hypermedialer Lernsysteme - Theorie, Didaktik, Design.;;;1996
6536191;Hartmut Messerschmidt|Kai Schweinsberg;;;;;;;;;;;;;978-3-89864-240-8;;books/daglib/0009363;2011-04-12;;;;I-XI, 1-292;dpunkt.verlag;;;;;;;;OLAP mit dem SQL-Server - eine Einführung in Theorie und Praxis.;;;2003
6536192;Kenneth Ireland|Michael Rosen;;;;;;;;;;;;;978-0-387-90625-6;;books/daglib/0068082;2019-06-28;;;;I-XIII, 1-341;Springer;;;;Graduate texts in mathematics;;;;A classical introduction to modern number theory.;;84;1982
6536193;Kelly Goetsch;;;;;;;;;;http://shop.oreilly.com/product/0636920032571.do;;;978-1-491-94663-3;;books/daglib/0034105;2014-10-07;;;;I-XVIII, 1-260;O'Reilly;;;;;;;;eCommerce in the Cloud - Bringing Elasticity to eCommerce.;;;2014
6536194;Shashi M. Srivastava;;;;;;;;;;https://doi.org/10.1007/978-0-387-76277-7;;;978-0-387-76275-3;;books/daglib/0029965;2017-05-16;;;;I-X, 1-140;Springer;;;;Universitext;;;;A Course on Mathematical Logic.;;;2008
6536195;Jan Bredereke;;;;;;;;;;https://d-nb.info/950873241;;;978-3-8265-2764-7;;books/daglib/0098905;2021-07-17;;;;I-XIII, 1-200;Shaker;;;University of Kaiserslautern|University of Kaiserslautern, Germany;Berichte aus der Informatik;;;;Communication systems design with Estelle - on style, efficiency, and analysis.;;;1997
6536196;Jacobo Torán|Uwe Schöning;;;;;;;;;;http://www.lehmanns.de/shop/mathematik-informatik/22631438-9783865414731-das-erfuellbarkeitsproblem-sat;;;978-3-86541-473-1;;books/daglib/0028796;2012-05-04;;;;1-187;Lehmann;;;;Mathematik für Anwendungen;;;;Das Erfüllbarkeitsproblem SAT - Algorithmen und Analysen.;;1;2012
6536198;Reinhold Meise|Rüdiger Braun;;;;;;;;;;;;;978-3-528-06665-9;;books/daglib/0082444;2011-04-28;;;;I-XI, 1-267;Vieweg;;;;;;;;Analysis mit Maple.;;;1995
6536199;David J. Brown;;;;;;;;;;;;;978-1-85739-166-4;;books/daglib/0081104;2011-04-08;;;;I-XII, 1-200;Bowker-Saur;;;;British library research;;;;Electronic publishing and libraries - planning for the impact and growth to 2003.;;;1996
6536201;V. K. Balakrishnan;;;;;;;;;;;;;978-0-13-039942-7;;books/daglib/0067080;2011-04-07;;;;I-XIV, 1-236;Prentice Hall;;;;;;;;Introductory discrete mathematics.;;;1991
6536202;Wei-Meng Lee;;;;;;;;;;http://www.oreilly.de/catalog/vbjumpstart/index.html;;;978-0-596-10071-1;;books/daglib/0014455;2011-04-01;;;;I-XIV, 1-197;O'Reilly;;;;;;;;Visual Basic 2005 jumpstart - make your move now from VB 6 to VB 2005.;;;2005
6536203;James Duncan Davidson;;;;;;;;;;http://www.oreilly.de/catalog/runmacxpanther/index.html;;;978-0-596-00500-9;;books/daglib/0010078;2011-04-07;;;;I-XXI, 1-306;O'Reilly;;;;;;;;Running Mac OS X Panther - inside Mac OS X's core.;;;2004
6536204;;;;;;;;;Nils Brede Moe|Tore Dybå|Torgeir Dingsøyr;0000-0003-0725-345X|0000-0003-2669-0778;https://doi.org/10.1007/978-3-642-12575-1;;;978-3-642-12574-4;;books/daglib/0025395;2020-03-27;;;;;Springer;;;;;;;;Agile Software Development - Current Research and Future Directions;db/books/collections/DDM2010.html;;2010
6536205;Bonnie O'Neil|Elizabeth J. O'Neil|Graeme Simsion|Graham Witt|Jan L. Harrington|Jim Melton|Lowell Fryman|Markus Schneider 0001|Patrick E. O'Neil|Ralf Hartmut Güting|Sam Lightstone|Stephen Buxton|Terry A. Halpin|Thomas P. Nadeau|Toby J. Teorey|Tony Morgan|William H. Inmon;;;;;;;;;;http://www.elsevier.com/wps/find/bookdescription.cws_home/716594/description#description;;;978-0-12-374630-6;;books/daglib/0028888;2013-04-11;;;;I-XIV, 1-349;Morgan Kaufmann;;;;;;;;Database Design - Know It All.;;;2008
6536206;Bert Bates|Bryan Basham|Kathy Sierra;;;;;;;;;;http://www.oreilly.com/catalog/9780596516680/index.html#top;;;978-0-596-51668-0;;books/daglib/0020219;2011-02-10;;;;I-XXXII, 1-879;O'Reilly;;;;;;;;Head first servlets and JSP - passing the Sun certified web component developer exam: a brain-friendly guide: new mock exam included (2. ed.).;;;2008
6536207;Dianne Hansford|Gerald E. Farin;;;;;;;;;;;;;978-3-540-41854-2;;books/daglib/0008398;2019-07-15;;;;I-XIII, 1-322;Springer;;;;Springer-Lehrbuch;;;;Lineare Algebra - ein geometrischer Zugang.;;;2003
6536208;Henning Wolf|Martin Lippert|Stefan Roock;;;;;;;;;;;;;978-3-89864-107-4;;books/daglib/0005786;2011-02-03;;;;I-XVI, 1-282;dpunkt.verlag;;;;;;;;Software entwickeln mit eXtreme Programming - Erfahrungen aus der Praxis.;;;2002
6536209;Arthur David Snider|Edward B. Saff|R. Kent Nagle;;;;;;;;;;;;;978-1-292-02382-3;;books/daglib/0035157;2015-09-10;;;;I-II, 1-692;Pearson Education;;;;;;;;Fundamentals of Differential Equations, 8th Edition.;;;2014
6536210;Bruce S. Davie|Larry L. Peterson;;;;;;;;;;;;;978-1-55860-832-0;;books/daglib/0010824;2011-04-14;;;;I-XXVII, 1-813;Morgan Kaufmann;;;;;;;;Computer networks - a systems approach (3. ed.).;;;2003
6536211;Geraldine Fitzpatrick;;;;;;;;;;http://www.springer.com/computer/hci/book/978-1-4020-1190-0;;;978-1-4020-1190-0;;books/daglib/0028700;2012-05-04;;;;I-XII, 1-242;Springer;;;;The Kluwer international series on computer supported cooperative work;;;;The Locales Framework - Understanding and Designing for Wicked Problems.;;1;2003
6536212;Benjamin Arazi;;;;;;;;;;;;;978-0-262-01098-6;;books/daglib/0066873;2011-05-02;;;;I-X, 1-208;MIT Press;;;;MIT Press Series in Computer Systems;;;;A commonsense approach to the theory of error correcting codes.;;;1988
6536213;Mark Levene;;;;;;;;;;;;;978-0-470-52684-2;;books/daglib/0025175;2011-02-04;;;;I-XIX, 1-478;Wiley;;;;;;;;An Introduction to Search Engines and Web Navigation (2. ed.).;;;2010
6536214;John A. Vince;;;;;;;;;;;;;978-1-85233-141-2;;books/daglib/0007427;2011-04-18;;;;I-XIV, 1-160;Springer;;;;;;;;Essential computer animation fast - how to understand the techniques and potential of computer animation.;;;2000
6536215;Friedhelm Sowa;;;;;;;;;;;;;978-3-540-56468-3;;books/daglib/0075095;2011-04-27;;;;I-XV, 1-114;Springer;;;;;;;;TEX/LATEX und Graphik - ein Überblick über die Verfahren.;;;1994
6536217;Donald G. Firesmith|Edward M. Eykholt;;;;;;;;;;;;;978-1-884842-09-2;;books/daglib/0084084;2011-04-28;;;;;SIGS Books;;;;;;;;Dictionary of object technology - the definitive desk reference.;;;1995
6536218;Jonathan Knudsen|Patrick Niemeyer;;;;;;;;;;;;;978-1-56592-718-6;;books/daglib/0001683;2011-04-12;;;;I-XVI, 1-706;O'Reilly;;;;The Java series;;;;Learning Java - covers Java 1.3.;;;2000
6536219;Andrzej Ehrenfeucht|Grzegorz Rozenberg|Tero Harju;;;;;;;;;;http://www.worldscibooks.com/mathematics/4197.html;;;978-981-02-4042-4;;books/daglib/0025562;2011-03-15;;;;I-XVI, 1-290;World Scientific;;;;;;;;The Theory of 2-Structures - A Framework for Decomposition and Transformation of Graphs.;;;1999
6536220;Eike Best;;;;;;;;;;;;;978-0-13-460643-9;;books/daglib/0084555;2011-04-27;;;;I-XI, 1-351;Prentice Hall;;;;Prentice Hall International series in computer science;;;;Semantics of sequential and parallel programs.;;;1996
6536222;Andrzej Rucinski 0001|Ehud Friedgut|Prasad Tetali|Vojtech Rödl;;;;;;;;;;;;;978-0-8218-3825-9;;books/daglib/0018088;2019-07-12;;;;1-66;American Mathematical Society;;;;Memoirs of the American Mathematical Society;;;;A sharp threshold for random graphs with a monochromatic triangle in every edge coloring.;;845;2006
6536224;Xuhua Xia;;;;;;;;;;http://www.springerlink.com/content/978-0-387-71336-6;archive;;978-0-387-71336-6;;books/daglib/0018510;2020-02-25;;;;I-XV, 1-349;Springer;;;;;;;;Bioinformatics and the cell - modern computational approaches in genomics, proteomics and transcriptomics.;;;2007
6536225;Ute Höfle-Isphording;;;;;;;;;;;;;978-3-540-08412-9;;books/daglib/0077978;2011-03-16;;;;I-VIII, 1-179;Springer;;;;;;;;Zuverlässigkeitsrechnung - Einführung in ihre Methoden.;;;1978
6536226;Ramachandran Bharath;;;;;;;;;;;;;978-0-13-161605-9;;books/daglib/0067073;2011-04-07;;;;1-134;Prentice Hall;;;;Ellis Hoorwood series in computers and their applications;;;;Computers and graph theory - representing knowledge for processing by computers.;;;1991
6536227;Max Vetter;;;;;;;;;;;;;978-3-519-02143-8;;books/daglib/0076249;2011-04-08;;;;1-287;Teubner;;;;Leitfäden der Informatik;;;;Objektmodellierung - eine Einführung in die objektorientierte Analyse und das objektorientierte Design.;;;1995
6536228;Joel W. Williamson|John M. Levesque;;;;;;;;;;;;;978-0-12-444760-8;;books/daglib/0014680;2011-04-12;;;;I-VII, 1-218;Academic Press;;;;;;;;A guidebook to Fortran on supercomputers.;;;1989
6536229;Volker Claus;;;;;;;;;;;;;978-3-519-00006-8;;books/daglib/0067926;2019-06-28;;;;1-184;Teubner;;;;Teubner Studienskripten;;;;Stochastische Automaten.;;6;1971
6536230;Dimiter Driankov|Hans Hellendoorn|Michael Reinfrank;;;;;;;;;;;;;978-3-540-60691-8;;books/daglib/0082826;2011-04-26;;;;I-XV, 1-316;Springer;;;;;;;;An introduction to fuzzy control (2. Aufl.).;;;1996
6536231;Daniel Link;;;;;;;;;;;;;978-3-939390-81-7;;books/daglib/0016453;2019-06-19;;;;1-190;Sportverlag Strauß;;;;Wissenschaftliche Berichte und Materialien / Bundesinstitut für Sportwissenschaft;;;;Computervermittelte Kommunikation im Spitzensport.;;2006-02;2006
6536232;Graeme Philipsson;;;;;;;;;;;;;978-0-927695-63-3;;books/daglib/0069838;2011-05-03;;;;I-III, 1-117;Computer Technology Research Corp.;;;;;;;;Implementing CASE technology.;;;1990
6536233;Alexander Shen;;;;;;;;;;;;;978-0-8176-3847-4;;books/daglib/0014722;2011-04-12;;;;I-VIII, 1-217;Birkhäuser;;;;;;;;Algorithms and programming - problems and solutions.;;;1997
6536234;Andrew R. Conn|Katya Scheinberg|Luís Nunes Vicente;;;;;;;;;;;;;978-0-89871-668-9;;books/daglib/0022247;2020-01-15;;;;I-XII, 1-277;SIAM;;;;MPS-SIAM series on optimization;;;;Introduction to Derivative-Free Optimization.;;8;2009
6536235;Alexandru Nicolau|Nikil D. Dutt|Peter Grun;;;;;;;;;;;;;978-1-4020-7324-3;;books/daglib/0007323;2011-02-03;;;;I-XVI, 1-128;Kluwer;;;;;;;;Memory architecture exploration for programmable embedded systems.;;;2003
6536236;Gerardo I. Simari|Simon Parsons;;;;;;;;;;https://doi.org/10.1007/978-1-4614-1472-8;;;978-1-4614-1471-1;;books/daglib/0028256;2017-05-16;;;;I-VIII, 1-63;Springer;;;;Springer Briefs in Computer Science;db/series/sbcs/index.html;;;Markov Decision Processes and the Belief-Desire-Intention Model - Bridging the Gap for Autonomous Agents.;;;2011
6536237;Giovanni De Micheli|Luca Benini;;;;;;;;;;;;;978-0-12-370521-1;;books/daglib/0017157;2019-07-15;;;;I-X, 1-395;Elsevier Morgan Kaufmann;;;;The Morgan Kaufmann series in systems on silicon;;;;Networks on chips - technology and tools.;;;2006
6536238;Yukihiro Matsumoto 0001;;;;;;;;;;;;;978-0-596-00214-5;;books/daglib/0015648;2015-08-05;;;;I-XI, 1-204;O'Reilly;;;;;;;;Ruby in a nutshell - a desktop quick reference.;;;2002
6536239;Nimal Nissanke;;;;;;;;;;;;;978-0-13-651274-5;;books/daglib/0001085;2011-04-12;;;;I-XVI, 1-441;Prentice Hall;;;;Prentice Hall series in computer science;;;;Realtime systems.;;;1997
6536240;Christian Wagenknecht;;;;;;;;;;;;;978-3-427-49951-0;;books/daglib/0082288;2019-07-19;;;;1-159;Dümmler;;;;Bausteine Informatik;;;;Rekursion - ein didaktischer Zugang mit Funktionen: Beispiele, Aufgaben, Projekte, Theorie, ausgedrückt in Scheme-L (LISP-Dialekt mit Ludwigsburger Erweiterung), mit Bezügen zu LOGO für den PC.;;;1994
6536241;Michael Neitzke;;;;;;;;;;https://d-nb.info/950353884;;;978-3-89601-154-1;;books/daglib/0087869;2021-07-17;;;;I-XIII, 1-191;Infix;;;;DISKI;db/series/diski/index.html;;;Relativsimulation von Störungen in technischen Systemen.;;154;1997
6536242;Rick Sammon;;;;;;;;;;http://oreilly.com/catalog/9780596515744/index.html#top;;;978-0-596-51574-4;;books/daglib/0020719;2011-02-15;;;;I-XXI, 1-281;O'Reilly;;;;;;;;Face to face - Rick Sammon's complete guide to photographing people.;;;2008
6536244;Arnold L. Rosenberg|Lenwood S. Heath;;;;;;;;;;;;;978-0-306-46464-5;;books/daglib/0007445;2011-04-15;;;;I-XII, 1-257;Kluwer;;;;Frontiers of computer science;;;;Graph separators with applications.;;;2001
6536245;Tom White;;;;;;;;;;http://www.oreilly.de/catalog/9781449311520/index.html;;;978-1-449-31152-0;;books/daglib/0029284;2012-09-04;;;;I-XXIII, 1-657;O'Reilly;;;;;;;;Hadoop - The Definitive Guide: Storage and Analysis at Internet Scale (3. ed., revised and updated).;;;2012
6536246;Alfred Winter|Anita Lagemann|Paul Schmücker|Petra Knaup|Reinhold Haux;;;Management von Informationssystemen;;;;;;;https://doi.org/10.1007/978-3-322-84827-7;;;978-3-519-02944-1;;books/daglib/0091895;2019-06-24;;;;;Vieweg+Teubner Verlag;;;;Leitfäden der Informatik;;;;Management von Informationssystemen: Analyse, Bewertung, Auswahl, Bereitstellung und Einführung von Informationssystemkomponenten am Beispiel von Krankenhausinformationssystemen;;;1998
6536247;Selim G. Akl;;;;;;;;;;;;;978-0-13-200073-4;;books/daglib/0067087;2011-05-05;;;;I-XIII, 1-401;Prentice Hall;;;;;;;;Design and analysis of parallel algorithms.;;;1989
6536248;Marc Pirlot|Philippe Vincke;;;;;;;;;;https://doi.org/10.1007/978-94-015-8883-6;;;978-0-7923-4617-3;;books/daglib/0032817;2017-05-16;;;;I-X, 1-187;Springer;;;;Theory and decision library: series B;;;;Semiorders - Properties, Representations, Applications.;;36;1997
6536249;George F. Viamontes|Igor L. Markov|John P. Hayes;;;;;;;;;;https://doi.org/10.1007/978-90-481-3065-8;;;978-90-481-3064-1;;books/daglib/0027785;2017-05-16;;;;I-X, 1-190;Springer;;;;;;;;Quantum Circuit Simulation.;;;2009
6536250;Gary Haggard|John S. Schlipf|Sue Whitesides;;;;;;;;;;;;;978-0-534-49501-5;;books/daglib/0017424;2011-03-24;;;;I-XXXIII, 1-600;Thomson Brooks/Cole;;;;;;;;Discrete mathematics for computer science.;;;2006
6536251;Stephen Wolfram;;;;;;;;;;;;;978-3-89319-371-4;;books/daglib/0081898;2017-04-27;;;;I-XXV, 1-993;Addison-Wesley;;;;;;;;Mathematica - ein System für Mathematik auf dem Computer, 2. Auflage.;;;1994
6536252;Martin Gardner 0001;;;;;;;;;;;;;978-1-56881-120-8;;books/daglib/0005750;2019-09-18;;;;I-XI, 1-319;A K Peters;;;;;;;;A Gardner's workout - training the mind and entertaining the spirit.;;;2001
6536253;Joakim von Wright|Ralph-Johan Back;;;;;;;;;;https://doi.org/10.1007/978-1-4612-1674-2;;;978-0-387-98417-9|978-1-4612-1674-2;;books/daglib/0096285;2017-05-16;;;;I-XV, 1-519;Springer;;;;Graduate Texts in Computer Science;db/series/txcs/index.html;;;Refinement Calculus - A Systematic Introduction.;;;1998
6536254;Allen Macro|John N. Buxton;;;;;;;;;;;;;978-0-201-18488-4;;books/daglib/0068928;2019-06-01;;;;I-XII, 1-380;Addison-Wesley;;;;International computer science series;;;;Craft of software engineering.;;;1987
6536255;Bernard Chazelle;;;;;;;;;;;;;978-0-521-00357-5;;books/daglib/0012928;2011-04-15;;;;I-XVIII, 1-475;Cambridge University Press;;;;;;;;The discrepancy method - randomness and complexity.;;;2001
6536256;Ian F. Darwin|Jason Brittain;;;;;;;;;;http://www.oreilly.de/catalog/tomcat/;;;978-0-596-00318-0;;books/daglib/0008982;2011-04-12;;;;I-XIII, 1-303;O'Reilly;;;;;;;;Tomcat - the definitive guide: covers Tomcat 4: vital information for Tomcat programmers and administrators.;;;2003
6536257;Wilhelm Gehrke;;;;;;;;;;;;;978-3-446-15087-4;;books/daglib/0068012;2011-04-12;;;;;Hanser;;;;;;;;Fortran 77-Handbuch - Standard-Fortran unter Fortran for ...;;;1987
6536258;Douglas Crockford;;;;;;;;;;http://www.oreilly.com/catalog/9780596517748/index.html#top;;;978-0-596-51774-8;;books/daglib/0020447;2011-02-15;;;;I-XIII, 1-153;O'Reilly;;;;;;;;JavaScript - the good parts: unearthing the excellence in JavaScript.;;;2008
6536259;Claudia Eckert 0001;;;;;;;;;;;;;978-3-486-27205-5;;books/daglib/0008794;2019-02-15;;;;I-XV, 1-737;Oldenbourg;;;;;;;;IT-Sicherheit - Konzepte, Verfahren, Protokolle (2. Aufl.).;;;2003
6536260;Michael Clausen|Ulrich Baum;;;;;;;;;;;;;978-3-411-16361-8;;books/daglib/0071329;2011-04-29;;;;1-181;BI-Wissenschaftsverlag;;;;;;;;Fast Fourier transforms.;;;1993
6536262;Birgit Engelmann|Christian Dietrich 0003|Eelco Visser|Guido Wachsmuth|Lennart C. L. Kats|Markus Voelter|Mats Helander|Sebastian Benz;;;;;;;;;;http://www.dslbook.org;;;978-1-4812-1858-0;;books/daglib/0030751;2015-04-24;;;;1-558;dslbook.org;;;;;;;;DSL Engineering - Designing, Implementing and Using Domain-Specific Languages.;;;2013
6536263;Josie Wernecke;;;;;;;;;;;;;978-0-201-62495-3;;books/daglib/0001356;2011-04-12;;;;I-XXXV, 1-514;Addison-Wesley-Longman;;;;;;;;The inventor mentor - programming object-oriented 3D graphics with Open Inventor, release 2.;;;1999
6536264;Peter J. Hilton|Urs Stammbach;;;;;;;;;;;;;978-0-387-94823-2;;books/daglib/0091060;2019-07-19;;;;I-XII, 1-364;Springer;;;;Graduate texts in mathematics;;;;A course in homological algebra, Second Edition.;;4;1997
6536265;;;;;;;;;;;;;;978-0-262-69141-3;;books/daglib/0066889;2019-07-18;;;;1;MIT Press;;;;;;;;AlphaPop demonstration copy for computers and thought - Macintosh version.;;;1987
6536266;Michael Batty;;;;;;;;;;;;;978-0-262-02583-6;;books/daglib/0014693;2011-04-01;;;;I-XX, 1-564;MIT Press;;;;;;;;Cities and complexity - understanding cities with cellular automata, agent-based models, and fractals.;;;2005
6536267;Dieter Jungnickel;;;;;;;;;;;;;978-3-411-14263-7;;books/daglib/0077159;2019-07-22;;;;1-704;BI-Wissenschaftsverlag;;;;;;;;Graphen, Netzwerke und Algorithmen, 3. Auflage.;;;1994
6536268;Annie A. M. Cuyt|Brigitte Verdonk|Haakon Waadeland|Vigidis Brevik Petersen|William B. Jones;;;;;;;;;;http://www.springer.com/de/book/9781402069482#aboutBook;;;978-1-4020-6948-2;;books/daglib/0035147;2015-04-10;;;;I-XVI, 1-431;Springer;;;;;;;;Handbook of Continued Fractions for Special Functions.;;;2008
6536269;Andreas F. Grotefeld|Arnold Schönhage|Ekkehart Vetter;;;;;;;;;;https://www.worldcat.org/oclc/246922977;;;3-41116-891-9|978-3-86025-543-8;;books/daglib/0080802;2020-07-17;;;;I-X, 1-297;BI-Wissenschaftsverlag;;;;;;;;Fast algorithms - a multitape Turing machine implementation.;;;1994
6536270;Chi Hau Chen;;;;;;;;;;;;;978-0-07-011189-9;;books/daglib/0086437;2014-07-16;;;;;McGraw-Hill;;;;;;;;Fuzzy logic and neural network handbook.;;;1996
6536271;Vijay A. Saraswat;;;;;;;;;;;;;978-0-262-19297-2;;books/daglib/0070907;2011-04-28;;;;I-XL, 1-486;MIT Press;;;;ACM Doctoral dissertation awards;;;;Concurrent constraint programming.;;;1993
6536272;Howard Fuhs|Howard Hasenbein;;;;;;;;;;;;;978-3-932588-60-0;;books/daglib/0000655;2011-04-07;;;;I-XII, 1-227;dpunkt.verlag;;;;;;;;Linux für Windows-Anwender - mit SuSE Linux Evaluationsversion.;;;2000
6536273;Les A. Piegl|Wayne Tiller;;;;;;;;;;;;;978-3-540-55069-3;;books/daglib/0079701;2019-07-25;;;;I-XIV, 1-646;Springer;;;;Monographs in Visual Communication;;;;The NURBS Book.;;;1995
6536275;Alex Payne|Dean Wampler;;;;;;;;;;http://www.oreilly.de/catalog/9780596155957/index.html;;;978-0-596-15595-7;;books/daglib/0023490;2011-02-09;;;;I-XXII, 1-422;O'Reilly;;;;;;;;Programming Scala - Scalability = Functional Programming + Objects.;;;2009
6536276;Bryan Costales|Eric Allman;;;;;;;;;;;;;978-1-56592-278-5;;books/daglib/0087727;2011-04-26;;;;I-VIII, 1-68;O'Reilly;;;;Help for Unix system administrators;;;;Sendmail - desktop reference.;;;1997
6536277;Dario Simonassi|Gabriel Eisbruch|Jonathan Leibiusky;;;;;;;;;;http://www.oreilly.de/catalog/9781449324018/index.html;;;978-1-449-32401-8;;books/daglib/0030281;2012-12-10;;;;I-IX, 1-92;O'Reilly;;;;;;;;Getting Started with Storm - Continuous Streaming Computation with Twitter's Cluster Technology.;;;2012
6536280;Thomas Ebner;;;;;;;;;;;;;978-3-8155-7164-4;;books/daglib/0083368;2011-04-26;;;;I-XXX, 1-396;Sybex;;;;;;;;Publizieren im Internet - HTML-Seiten selbst erstellen (2. Aufl.).;;;1996
